sentence,label
"Ce qui aurait permis de décrocher l ' accord du chef de l ' Etat , au cours d ' un déplacement avec Jean-Marc Ayrault à Saint-Nazaire ( Loire-Atlantique ) , le 13 octobre. Le président était sensible à l ' idée de permettre aux gens de mieux percevoir leur prime d ' activité , mais il fallait trouver un point d ' équilibre , explique-t-on à l ' Elysée , où l ' on reconnaît que le report de la date de mise en oeuvre a permis de lever les derniers doutes. Pour un cadre du parti , cet amendement est un couteau sans lame. Il fallait qu ' Ayrault ne perde pas la face mais sans gêner le président .",1
"« Nous serons particulièrement vigilants à ce que (...) la [future] loi permette d'arriver à un dispositif global, équilibré, qu'on repense toutes les questions pour permettre un ­accueil digne et humain », a-t-il toutefois prévenu, promettant un « compromis ambitieux .« On sent le tour de chauffe », s'est amusé le député LR Raphaël Schellenberger alors que le projet de loi asile-immigration est une question très sensible pour la majorité.« On est tous contrariés, on a été pris en otage par le Sénat », regrettait, à la sortie de la commission, Emilie Chalas.« C'est dur », lui glissait l'un de ses collègues, la réconfortant d'une main sur son épaule.",0
"Interrogé par Le Monde, jeudi 21 août, avant le conseil des ministres, le secrétaire d'Etat chargé des relations avec le Parlement, Roger Karoutchi, indiquait qu'un nouveau débat sur la situation en Afghanistan n'était pas envisagé.De plus, alors qu'à droite comme à gauche s'élevaient des demandes d'explication et le souhait de redéfinir la stratégie de la France, il écartait catégoriquement la possibilité d'un vote du Parlement.Pour M. Karoutchi, les dispositions de l'article 35 - selon lequel « lorsque la durée de l'intervention excède quatre mois, le gouvernement soumet sa prolongation à l'autorisation du Parlement » - ne s'appliquaient pas aux opérations engagées avant la révision constitutionnelle.« Il ne peut y avoir de rétroactivité », soutenait-il (Le Monde du 22 août).",0
"Bercy assure que , techniquement , cela ne devrait pas présenter de difficultés. Politiquement , le résultat est plus incertain. Le revirement présidentiel sur la recherche pourrait donner des idées à d ' autres au moment où s ' engagent les négociations sur la préparation du budget 2017. Ce n ' est pas que ça va mieux , mais que ça va de mieux en mieux , s ' enflamme un conseiller du président de la République .",1
"L ' exécutif peut se rassurer en constatant qu ' il reste encore des candidats à l ' exercice d ' un ministère. Commentaire d ' un conseiller ministériel : Grand élu , expérimenté , qui pèse localement : ça s ' est imposé tout de suite dans l ' esprit du président , quelques minutes de réflexion Ça n ' arrête pas. Au moins , on peut se dire qu ' il y a du turn over. . . Comme la fatalité dans la tragédie grecque , les ennuis frappent l ' exécutif par surprise , mais sans relâche , avec une implacable régularité .",1
"J ' aurais aimé que M. Valls parle de pénibilité. J ' attends qu ' on m ' explique ce que devient l ' écotaxe. C ' est ça la réalité du terrain , nuance Claude Blot , un vieux routier du transport. Simple idylle de fin d ' été ou serments d ' amour prolongé ?",0
"Devant des proches, le maire de Bordeaux, Alain Juppé, acteur clé de cette recomposition, a récemment fait ce constat : « Avec Macron, on est en phase sur l'Europe.Sur les réformes économiques et sociales, on est bien en ligne.Mais il pourrait muscler davantage sur la sécurité.» « Le pragmatisme n'est pas un projet de société, c'est un outil de travail, mais ce n'est pas suffisant », tance pour sa part le secrétaire général délégué de LR, Geoffroy Didier.",0
"Cette « trahison », selon Générations futures, a été vivement critiquée.« Un engagement présidentiel, ça compte, mais un article de loi, c'est encore mieux », juge ainsi la Fédération des parcs naturels régionaux de France.Sont aussi pointées les absences de la vidéosurveillance obligatoire dans les abattoirs et de la création d'un fonds d'indemnisation des victimes des produits phytosanitaires.L'interdiction de diffuser à la télévision des publicités pour des aliments favorisant l'obésité, ciblant les enfants, a été repoussée, mais le ministère de l'agriculture et de l'alimentation assure qu'une discussion est engagée à ce sujet avec le Conseil supérieur de l'audiovisuel.Idem pour la vidéosurveillance dans les abattoirs.",0
"Certains y pensent , c ' est tout , reconnaît un des participants au petit déjeuner de la majorité qui se tient tous les mardis matin autour du premier ministre , Edouard Philippe. Le pré­sident du MoDem , François ­Bayrou , s ' en est lui-même fait l ' écho en préconisant de regrouper toutes les élections locales en une seule afin de ne pas émailler la vie politique française d ' élections qui sont par nature des périodes paralysantes . Quitte ou double Il ne serait pas idiot de regrouper les élections locales en 2021 , plaide un poids lourd de la Macronie. Sinon , on va repartir avec des élections organisées chaque année pendant trois ans : les euro­péennes , les municipales , les départementales , les régionales. . .",1
"Certains ont voulu faire croire qu ' il y avait un ralentissement ! Tout ce que je vous dis , c ' est ce que j ' ai dit pendant la campagne et j ' ai confirmé au premier ministre qu ' il pouvait aller totalement dans ce sens , précise le chef de l ' Etat , confirmant en creux qu ' il y a bien eu une forme de recadrage d ' Edouard Philippe , qui voulait mettre davantage l ' accent sur les mesures de réduction du déficit. Les gens veulent voir des faits et les engagements pris respectés. Il faut donner des signaux clairs dès le début , justifie M. Macron .",0
"Il faut avoir une vision offensive vis-à-vis du FN et défensive vis-à-vis d ' une droite qui peut espérer faire un grand chelem. Mon objectif n ' est pas que le PS se retrouve avec une implantation régionale minimale , que le Parti communiste disparaisse et que les écologistes n ' en soient pas loin. Je fais tout pour que l ' union se fasse au premier tour , ou au minimum au second. Nos désaccords peuvent être surmontés avec les Verts .",0
"« L'UMP est très divisée.Copé et le gouvernement n'ont pas beaucoup de marge de manoeuvre.On a l'impression que c'est bloqué et que, dès qu'ils bougent, la majorité est crispée », estimait le « patron » des députés socialistes.Entendu mercredi matin par la commission des lois, M. Ayrault devait une nouvelle fois poser les « principes » sur lesquels pourrait reposer « un pacte démocratique entre la majorité et l'opposition ».",0
"« Il a choisi le camp des sectaires, il a préféré les mandats du prochain congrès du PS à ceux des électeurs », estime-t-elle.Le MoDem a présenté près de 350 listes autonomes dans les quelque 880 villes de plus de 10 000 habitants.Il recueille, sur les communes où il était présent, une moyenne de 15,83 % et obtient plus de 10 % dans 187 communes.Les responsables du MoDem y voient la confirmation d' « une nouvelle donne ».",1
"La campagne n ' a pas commencé droit , elle ne pouvait pas monter haut , résume joliment un stratège vallsiste , qui regrette une campagne commencée par le rassemblement et qui s ' est terminée en clivant. A un moment , il fallait bien que quelqu ' un paie le quinquennat , analyse de son côté le député du Val-d ' Oise Philippe Doucet. Brutus , victime expiatoire , vraiment ? Un autre proche relativise : L ' alternative , c ' était rester commandant en second du Titanic , laisser Hollande faire naufrage et couler avec .",1
"Dans certains départements , les scores sont édifiants lorsque l ' on met en regard le nombre de grands électeurs dont disposait le FN - selon le décompte du parti - et les voix obtenues. Ainsi , dans le Var , le parti lepéniste disposait de 215 grands électeurs. David Rachline a recueilli 401 voix. Dans les Bouches-du-Rhône , Stéphane Ravier pouvait compter sur 210 grands électeurs , selon le décompte du FN .",0
"Pour l'heure, le PS est parvenu à faire taire ses dissensions.L'appel de 17 députés du groupe socialiste se disant prêts à « prendre [leurs] responsabilités » pour « donner une chance à la réforme », publié dans Le Monde du 23 mai, avait mis en lumière les divergences en son sein.Elles se sont encore manifestées au cours de la réunion du groupe, mardi matin.Pas moins de dix orateurs se sont inscrits dans la discussion qui a suivi la présentation par Arnaud Montebourg « des reculs et des avancées ».",0
"Il y a un principe fondamental en sociologie , c ' est se nommer soi-même. Quand certains disent qu ' ils ne sont pas à gauche , ce n ' est pas à moi de les attraper au lasso pour les y emmener. La gauche porte constamment la transformation de la société. Incontestablement , Benoît Hamon porte des idées et une parole de gauche , un engagement et une volonté de gauche .",0
"Par exemple, les députés rappellent systématiquement qu'ils ont engagé « un tour de France des hôpitaux » pour faire remonter les doléances des usagers et des personnels.« Notre méthode est plus difficile à faire passer en termes de communication, admet André Chassaigne, qui voit tout rapprochement avec Jean-Luc Mélenchon d'un mauvais oeil.On n'est pas dans les coups.On n'est pas là pour faire la course à l'échalote, mais pour être nous-mêmes avec nos pratiques politiques, notre travail parlementaire.",0
"« On comprend vite qu'il y a une part de bluff, confie une autre élue.On essaie de faire peur, on demande la lune et on obtient ce que l'on veut.» Sur la loi agriculture et alimentation, le ministre de l'agriculture, Stéphane Travert, se montre ainsi plus ouvert sur certains sujets, lors des débats dans l'Hémicycle.« C'est peut-être ça le jeu politique, raconte Sandrine Le Feur, mais je n'en savais rien.",0
"« Je me suis manqué à moi-même.La différence avec Emmanuel Macron, c'est que j'ai perdu, alors qu'il a gagné », analyse aujourd'hui l'intéressé.Dans l'entourage du président, les questions sur le transfuge de droite agacent au plus haut point.« Il n'y a pas de sujet Le Maire!",0
"Tout à l ' heure , lorsque la silhouette de Manuel Valls est apparue sur l ' écran géant et qu ' un grand gaillard en blouson de rocker a crié Rentre chez toi , eh , pédé ! , tout le monde a ri. Et maintenant , on trinque quand même , parce que ce sera pour la prochaine fois . Une petite dame pimpante et son amie commentent les résultats comme si elles constataient que le printemps n ' est pas encore arrivé : Il y a des électeurs qui n ' ont pas encore assez mangé de Sarko. Ils préfèrent l ' UMP à nous .",0
"Le Sénat n'a plus seulement un rôle de contrepoids à l'Assemblée nationale, il devient l' « allié objectif » du président de la République.Le Sénat fait de la résistance.Confronté aux premières escarmouches sur le projet de loi de finances pour 1998, le premier ministre le qualifie d' « anomalie parmi les démocraties ».Le « quinquennat absolu ».",0
Plusieurs de ses proches s'accordent pour dire qu'Emmanuel Macron doit parler pour redonner le sens du chemin aux Français.Un appel à une parole présidentielle forte qui contredirait la stratégie d'une parole rare décidée par l'Elysée après les difficultés de l'été et qui était censée protéger le chef de l'Etat.NANA,1
"Tous deux siégeaient en juin en des groupes distincts : Les Constructifs et LR.La répartition des trois postes de questeurs, comme pour toutes les responsabilités au bureau de l'Assemblée, fait traditionnellement l'objet d'un accord entre groupes parlementaires.L'un de ces postes doit, par convention, revenir à l'opposition.Il était acté qu'il serait pour Eric Ciotti.",0
"Même s ' il nie tout lien entre cette connexion et sa réhabilitation. Il ne supporte pas que l ' on dise qu ' il est l ' ombre portée de Hollande au sein du PS. Il ne veut pas être réduit à cela , confie un de ses proches. M. Dray avait été mis sur une liste noire au moment de la dernière présidentielle , écarté à l ' époque de l ' entourage de François Hollande par Valérie Trierweiler .",1
"Dans ce cas précis, estime-t-il, l'arbitrage n'a pas de base légale.Fallait-il, dès lors, engager un recours en annulation ?Oui, répond M. de Courson, qui souligne que la loi prévoit plusieurs motifs d'annulation dont deux au moins, juge-t-il, sont réunis.Selon le député, outre la « légalité douteuse » de la procédure, la sentence a été prononcée en violation de la convention d'arbitrage.",0
"Le compromis n ' est pas de la compromission , c ' est passer un accord sur un sujet à un moment donné. Le mot compromis n ' a rien de malsain. Sur la formation professionnelle , il est normal , sain , qu ' un accord de ce niveau fasse l ' objet d ' une discussion forte dans notre organisation. Cela ne me choque pas qu ' il y ait un point de vue sensiblement différent entre les camarades qui ont négocié et le bureau confédéral .",0
"Au fur et à mesure que l ' exécutif s ' enfonce dans l ' opinion et s ' abîme dans les batailles de sa majorité , la probabilité d ' un nouveau 21 avril devient de plus en plus forte. Cette perspective pèse déjà sur les manoeuvres de pré-campagne et alimente toutes les conversations. Choc brutal attendu Cette fois-ci le personnel politique ne sera pas pris au dépourvu mais le choc attendu risque d ' être beaucoup plus brutal. Avec l ' élimination d ' un président confronté à l ' éclatement de sa propre famille sur quasiment tous les sujets , la majorité sortante pourrait être entraînée dans une longue crise entre son pôle libéral incarné par son ministre de l ' économie , Emmanuel Macron , et son pôle social représenté par les frondeurs ou des figures comme Martine Aubry .",0
"Les modalités restent encore à caler.L'idée directrice serait que les réponses de l'opposition aux propos de politique intérieure du chef de l'Etat ne soient pas décomptées dans son temps de parole.Devant la presse parlementaire, mercredi 9 juillet, le président de l'Assemblée nationale, Bernard Accoyer, a presque levé le mystère.« Seul l'exécutif peut donner des signes en cette direction.",0
"Cela fait cinquante ans qu ' on s ' interroge sur les relations institutionnelles entre l ' Elysée et Matignon , c ' est devenu le pont aux ânes de la politique , répète-t-il à ceux qui s ' interrogent sur son relatif effacement. Mais , rappelle-t-il aussitôt , un premier ministre ne fait jamais rien seul , c ' est le travail collectif qui paie . Selon ses proches , le premier ministre n ' est même pas agacé quand M. Macron et son équipe tirent la couverture à eux. On ne surjoue pas la loyauté vis-à-vis du chef de l ' Etat , on ne cherche pas à se distinguer , on est loyal parce que c ' est la seule façon d ' être efficace , explique un proche de l ' ex-député LR .",1
"Enfin, une autre dérogation de plein droit donne la possibilité aux commerces de détail alimentaire, quelle que soit leur taille, d'ouvrir le dimanche matin jusqu'à midi.S'y ajoutent, par voie conventionnelle, des dérogations dans les industries travaillant en continu.Les « dérogations temporaires ».Elles sont attribuées par le préfet ou le maire.",0
"Les débats autour de la révision constitutionnelle reprendront-ils à la rentrée?Je ne peux pas vous l'assurer.Mardi, le gouvernement a annoncé l'ordre du jour de la rentrée, qui commencera par la loi « agriculture et alimentation », puis par la loi contre la fraude fiscale.Il a dit ensuite qu'il arbitrerait dans les semaines à venir pour décider si la révision constitutionnelle sera examinée fin septembre, ou si c'est la loi Pacte [destinée à rendre l'économie française « plus compétitive »] qui le sera.",0
"Tous campent sur une attitude bienveillante vis-à-vis de M. Macron , ce qui donne à ce dernier un vivier potentiel de près de 390 députés disposés à voter ses réformes. Une marge confortable , qui rassure les piliers du groupe LRM. On a les clés du camion car on dispose à nous seuls d ' une majorité absolue et , en cas de défection dans nos rangs , on pourra compter sur le MoDem et les constructifs de LR , analyse l ' un d ' eux. En face , l ' opposition devrait totaliser au moins trois groupes , dont celui LR canal historique , composé des élus qui sont décidés à ne pas accorder un blanc-seing à M. Macron .",1
"Mais moi je ne suis pas une groupie , j ' ai soutenu un programme et on me ramenait à un costard. Et voilà que les attaques reprennent avec Laurent Wauquiez , ­grogne-t-elle : C ' est vrai qu ' on se sent un peu persécutés , et quand on ose dire que c ' est de l ' acharnement , on se fout de nous en disant : ils croient au complot. On dirait qu ' on est une bande de radica­lisés. Des marginaux , ajoute Marie-Christine .",0
"L ' ex-premier ministre a reçu très vite le soutien de l ' ancien chef de l ' Etat , qui l ' avait qualifié de simple collaborateur lors du précédent quinquennat. Avant tout pour des raisons de proximité idéologique. J ' ai beaucoup d ' estime pour Alain Juppé mais les choix politiques de François Fillon me sont plus proches , a annoncé M. Sarkozy , en précisant que les électeurs sont libres de leur décision . Selon son entourage , ce dernier n ' a pas hésité longtemps avant d ' exprimer son choix alors que certains membres de sa garde rapprochée souhaitaient qu ' il n ' exprime aucune préférence .",0
"Non pas que cela ne soit pas important , mais il y a tout d ' un coup comme une obligation morale de remettre au centre du débat d ' autres sujets , très politiques , qui concernent la forme même de la cité. Faire d ' un événement sans précédent un événement qui soit lui-même un précédent : désormais , l ' enjeu est là. Tout dépend pour cela de la capacité qu ' aura la société française à digérer le traumatisme pour lui donner un sens et à le dépasser sans l ' oublier. C ' est à cette condition , et à elle seule , que ce 11 janvier 2015 entrera durablement dans l ' histoire .",0
"C ' est un partage de la richesse qu ' on ne peut plus se permettre. On est bien loin de Calais , ville épicentre du tremblement de terre FN. Plus on se rapproche de la jungle des migrants , plus les scores de Marine Le Pen montent en flèche. A Rebreuve-sur-Canche , village de 220 habitants au milieu des champs , le FN a récolté au premier tour 70 % des voix .",0
"La plupart impossibles à retranscrire tant le niveau de ­violence dépasse les limites de l ' entendement comme celles de la loi. Mercredi 1er novembre , 14 h 49 : Y a pas moyen d ' organiser un truc contre la beurette ? Un certain DucFarage vient de poster ce message sur un forum en ligne. Deux minutes s ' écoulent. 14 h 51 , AzKo répond : Ce serait pas de bol qu ' elle se fasse filer jusqu ' à chez elle , et qu ' un viol doux est lieu .",0
"L'un de ses collègues de travail s'appelle alors Edouard Philippe.Quand, après le premier tour de la présidentielle 2017, Marie Guévenoux propose ses services à Stéphane Séjourné et Jean-Paul Delevoye, chefs d'orchestre des investitures pour les législatives d'En marche!, elle est encore sa­lariée du parti Les Républicains.Mais elle est en « dispense d'activité » car elle a quitté la campagne de François Fillon lors de sa mise en examen.Dans le mouvement macroniste, elle est accueillie à bras ouverts et peut même choisir sa circonscription.",0
"« Notre esprit réformateur, notre volontarisme et notre audace, nous ne l'abdiquerons pas », a-t-il dit.Le 11 janvier, M. de Rugy avait lancé une franche mise en garde au Sénat.« Les Français seront impitoyables avec ceux qui bloqueraient tout changement visant à répondre à la crise démocratique », avait-il prévenu.C'est également l'avis de certains piliers de la majorité, qui conseillent à M. Macron de jouer l'opinion face à la majorité sénatoriale, en présentant les élus de droite comme des conservateurs, réfractaires à des réformes pourtant souhaitées par une grande majorité de Français.",1
"Depuis , ce projet semble mis entre parenthèses. Par contre la mise en scène et l ' apparition de Penelope Fillon dimanche dernier lors du meeting de la Villette étaient parfaitement calculées. Le bouquet de fleurs , les larmes dans les yeux , les militants qui l ' applaudissent debout. . . Fillon a joué avec l ' émotion , ce qu ' il dénonçait chez Sarkozy à une certaine époque .",0
"« Ils tentent un putsch, mais ça va faire pschitt », ironise un conseiller du premier cercle élyséen.Quelques minutes plus tard, le président déambule sur les quais de la Seine, face à l'Assemblée nationale, le téléphone à l'oreille.Il rentre à l'Elysée à pied, flâne par cette belle soirée d'été indien.De son côté, Edouard Philippe improvise une visite dans un commissariat du 17e arrondissement.",1
"Il n ' y a pas de formule magique contre le chômage , sinon je pense que les gouvernements l ' auraient appliquée depuis longtemps , rappelle un ami de François Hollande. Tous les instruments sont déjà sur la table et programmés , confirme un autre proche du président. C ' est un peu normal qu ' il y ait de l ' autoallumage dans les états-majors parce que le moment s ' y prête , et il y aura peut-être une ou deux choses annoncées plus vite que prévu. Mais il n ' y a pas une solution que l ' on viendrait lâcher maintenant avec nos petits bras musclés .",1
"Condamné à la cibler , il prend le risque de devoir rendre des comptes après le 13 décembre en cas de victoire( s ) de l ' extrême droite. L ' aile gauche du PS ainsi qu ' une partie des proches de Martine Aubry ne manqueraient pas alors de pointer son échec et de demander son remplacement à Matignon à la faveur d ' un large remaniement. Cette hypothèse est pour l ' instant balayée par l ' Elysée et Matignon , qui assurent que les deux têtes de l ' exécutif font toujours cause commune. La question ne se pose pas , affirme-t-on à la présidence .",1
"Dans cette litanie d ' affaires et de mises en cause - des candidats d ' un côté , de l ' institution judiciaire de l ' autre - les propositions auront été inaudibles comme rarement. Peu nombreux sont les acteurs qui parviennent à dégager des enseignements de cette campagne. Y compris parmi ceux qui , en théorie , sont les plus avisés. On parle de quoi , dans cette campagne ?",0
"Il ne ressemblait à personne , se souvient-elle. Même son bureau était différent. Alors que Barrillon peut donner de l ' argent à un stagiaire pour qu ' il aille se faire couper les cheveux ou renvoyer un jeune confrère qui a eu le malheur de venir en bras de chemise - On met un veston , lorsqu ' on vient me voir ! - , Viansson fait défiler dans son refuge ses journalistes afin qu ' ils lui racontent les couloirs de l ' Assemblée , les rumeurs du gouvernement , les propos de fin de meeting. Il les écoute avec son air penché , derrière de grosses lunettes d ' écaille , et l ' on retrouve bientôt leurs anecdotes dans ses papiers , écrits d ' un jet et sans ratures .",0
"»La mutation de l'ex-UDF, formation centriste arrimée à la droite, vers le Mouvement démocrate (MoDem), alliance regroupant des sensibilités venues d'horizons divers, est loin d'être achevée.Les élections locales du mois de mars, première échéance où le mouvement créé par François Bayrou se présentait sous ses propres couleurs, ont mis en évidence son hétérogénéité.Dans quel sens a-t-il pesé sur les résultats du second tour ?",0
"M. Castaner en revendique 400 000, assurant enregistrer « une centaine » de nouvelles adhésions par jour contre « une quinzaine » de départs.Des chiffres invérifiables : le parti comptabilise des inscriptions gratuites sur son site, quand les autres ne retiennent que les adhérents payant une cotisation.Or, sur les 400 000 adhérents ­revendiqués, une large part ne s'est inscrite que pour soutenir le candidat Macron lors de sa campagne.Et se trouve aujourd'hui totalement démobilisée.",0
"Pour avoir une chance en 2017 , il a moins besoin de grandes manoeuvres que d ' un plan de bataille. Conscient qu ' il devra utiliser chaque créneau qu ' il lui reste , le président a ainsi rappelé à son entourage sa volonté de faire ­voter encore plusieurs projets de loi d ' ici à la fin de l ' année. Le chef de l ' Etat explique en privé que 2017 , de toute façon , c ' est ce que j ' avais reproché à Nicolas Sarkozy [ en 2012 ] , n ' est plus une année de réforme , explique-t-il en privé. Réformer jusqu ' au bout , cela veut dire jusqu ' à la fin de 2016 .",1
"Il y a des étapes qui sont plus difficiles que d ' autres. C ' est le cas. Dans ces étapes difficiles , soit on s ' échappe , on fait un baroud et on s ' écroule derrière ; soit on reste dans le peloton , on protège tout le monde et on arrive ensemble. Et on peut alors gagner l ' étape d ' après et viser la victoire finale .",0
"Certains voulaient même supprimer le smic ! Heureusement que l ' on a été plusieurs à s ' y opposer. Vu l ' ampleur de la crise , mieux vaut en faire trop que pas assez , rétorque Hervé Mariton , chargé du projet de l ' UMP. D ' autres jugent certaines propositions irréalistes .",1
"Sans compter le flou provoqué , durant la campagne , par l ' idée d ' un remplacement de l ' euro par une monnaie commune ou d ' une double monnaie . En repoussant la sortie de l ' euro en queue du peloton , le FN envoie-t-il un message à son ­contesté numéro 2 ? En aucun cas , rétorque l ' intéressé , selon qui aucun règlement de comptes n ' a eu lieu au cours de ces deux jours. Quant à la décision prise sur l ' euro , il n ' est toujours pas question de s ' accommoder de la monnaie unique : Le principe de l ' opposition à l ' Europe et de la sortie de l ' euro est réaffirmé , avec l ' idée que le Frexit doit s ' organiser non pas en trois heures , mais sur la durée du quinquennat , tient-il à préciser .",0
"« Nous sommes arrivés à un équilibre, nous n'irons pas plus loin », affirmait-il, niant de manière véhémente que les amendements pris en compte vident le texte de sa substance.« Détrompez-vous, rétorque-t-il.Simplement, on le précise, et on le reprécise, pour rassurer ceux qui avaient des inquiétudes.» Il oppose cependant un non catégorique aux élus de Rhône-Alpes qui demandent que l'agglomération lyonnaise soit retirée de la liste des dérogations.",0
"« Céder à la stratégie du bouc émissaire serait une solution de facilité.Cela me semble petits bras et surtout à côté de l'importance du sujet », prévient toutefois Florent Boudié.Un sujet si inflammable qu'il pourrait conditionner toute la suite du quinquennat...Sur la table de sa salle à manger, Annie, 71 ans, a étalé tous les courriers qu'elle range habituellement précautionneusement dans des pochettes à rabats.",0
"La première bataille, sur le seul volet constitutionnel, devrait se dérouler sous haute tension, en se cristallisant sur la réforme controversée de la procédure parlementaire.« La fabrique de la loi va être le coeur du débat », résume le chef de file des députés MoDem, Marc Fesneau, rapporteur pour ce volet précis du texte et les questions territoriales.Sur dix-huit articles, cinq visent à raccourcir le temps d'examen des réformes à l'Assemblée et au Sénat.Alors que l'exécutif met en avant un souci de « rationalisation » et d' « efficacité », l'opposition est vent debout contre ce projet, considéré comme « une atteinte » au pouvoir des députés et sénateurs.",0
"Il faut qu ' on arrête d ' entrer dans tous les dossiers par l ' argent , même si c ' est important. Pourquoi est-ce qu ' on ne présente pas une grande politique familiale du XXIe siècle , plutôt que de parler tout de suite des milliards qu ' on va pouvoir récupérer ? Si on ne réussit pas , on perd tous ensemble , Elle écarte l ' idée qu ' il y aurait au PS des modernes et des anciens , quand le premier ministre ne cesse de critiquer les passéistes . Son camp est un peu surpris sur la forme et déçu sur le fond par l ' interview de M. Valls à , estimant qu ' il n ' a pas de vision cohérente d ' ensemble sur l ' économie .",1
"Nous proposons la fin des 35 heures , Macron n ' a aucune proposition sur le sujet. Idem sur la retraite à 65 ans , insiste-t-il. Avant de mettre en garde contre le choc fiscal sans précédent qui s ' annonce si En marche ! a la majorité à l ' Assemblée .",0
"Cet ancien socialiste rallié à Emmanuel Macron fait partie des voix les plus critiques de la politique d'accueil des migrants en France.Il est aussi l'un des membres actifs du « pôle social », l'aile gauche de la majorité pilotée par une autre ancienne socialiste, Brigitte Bourguignon.Un collectif que Sonia Krimi a rejoint en fin d'année.Localement, certains craignent que ses prises de position ne la marginalisent et ne pénalisent la circonscription à terme.",1
"« Passer plus d'une semaine à réfléchir à un remaniement pour finalement se poser les mêmes questions et avoir des hésitations au moment de passer à l'acte, ça donne franchement le sentiment de tergiverser.De ne plus savoir quoi faire.Pire, d'une mésentente entre les deux têtes de l'exécutif », regrette un poids lourd du groupe macroniste, inquiet des effets dans l'opinion de cette séquence.« Système trop centralisé » « Cela fait une semaine que Gérard [Collomb] est parti!",1
"A l ' usage , comment évolueront les rôles ? S ' il attend beaucoup de son premier ministre , le chef de l ' Etat pose cependant une limite. A l ' Elysée , l ' on résume les choses ainsi : Pour qu ' il y ait un gouvernement de combat , il faut un combattant à sa tête. Valls est un combattant , mais il suit les directives et les orientations décidées par le président de la République .",1
"Issus en majorité du PS Dans ce groupe figurent une majorité de députés LRM issus du PS, tels Jean-Louis Touraine (Rhône), Françoise Dumas (Gard), Yves ­Daniel (Loire-Atlantique), Catherine Osson (Nord) ou encore Jean-Michel Clément (Vienne).Une élue MoDem, Sarah El Haïry, y participe également, ainsi que la députée LRM de la Manche Sonia Krimi, qui s'est fait remarquer fin décembre, lorsqu'elle a dénoncé la fermeté du projet de loi asile-immigration, pendant des questions au gouvernement.Sous l'impulsion de Brigitte Bourguignon, leur groupe entend justement défendre une ligne humaniste sur ce texte dans le débat interne qui va avoir lieu au sein du groupe macroniste à l'Assemblée, jusqu'à son examen au Parlement, en avril.« Sur ce texte, nous allons ­défendre une vision humaine de l'accueil des migrants et sur les textes économiques, nous défendrons une idée de justice sociale, en veillant en particulier à être efficaces en matière de lutte contre la pauvreté », résume Jean-Louis Touraine, député PS de 2007 à 2017, converti au macronisme.",0
"En un an, le décrochage est de 8 points, soit la plus forte baisse enregistrée depuis la fin des années 1980.L'élection présidentielle avait semblé amorcer une réconciliation des citoyens avec la politique.L'intérêt suscité par la campagne, la forte mobilisation qu'elle a entraînée et la participation massive au scrutin pouvaient laisser espérer un renversement de la forte tendance au rejet des politiques observée depuis vingt ans.Sans doute une partie de la population s'est-elle sentie concernée par les propositions des candidats.",0
"Le ministre de l ' économie ne sera pas devant sa télévision jeudi soir : au même moment , il est censé être à Londres pour dîner avec des banquiers et lever des fonds pour son nouveau mouvement , En marche ! . L ' Elysée tente , tant bien que mal , de se persuader que le jeune patron de Bercy est sous contrôle , mais plusieurs socialistes craignent qu ' il ne s ' autonomise définitivement et n ' échappe à François Hollande. Il faut qu ' il montre à la télé que c ' est lui le patron et que , quand il le décidera , Macron rentrera dans le rang , juge un pilier de la majorité. Outre le cas du ministre de l ' économie , c ' est surtout contre l ' impression de désorganisation de ses troupes que doit lutter le chef de l ' Etat .",1
"Comme sur la loi asile et immigration en avril, des élus de la majorité font entendre sur ce texte une petite musique différente de celle de l'exécutif.La partie est cependant loin d'être gagnée pour les défenseurs de la cause animale, qui se heurtent aux mêmes difficultés rencontrées par les hérauts des questions environnementales depuis le début du quinquennat.Sur les poules en batterie comme sur la vidéosurveillance, des députés défendront, sans le soutien de leur groupe, des positions correspondant aux promesses de campagne du chef de l'Etat.Mais ces amendements ne sont pas assurés d'être adoptés.",1
"Le tableau fourni par le ministère des finances permet également de mesurer l'impact des niches fiscales.Ainsi, plus de 10 000 contribuables possédant un patrimoine supérieur à 750 000 euros ont un revenu fiscal inférieur à 3 763 euros, s'acquittant ainsi d'un impôt sur le revenu moyen de... 1 euro.Parmi ceux-là, 13 contribuables possédant un patrimoine supérieur à 15,5 millions d'euros payent en moyenne 47 euros d'impôt sur le revenu.Aussi le président de la commission des finances s'interroge-t-il sur l'articulation entre le projet de mise en oeuvre d'un plafonnement global des niches fiscales et le bouclier fiscal.",0
"J ' en propose certaines , comme sur la lutte contre la radicalisation. Que disent ces débats de la droite ? Certains , à droite , voudraient que la politique soit chimiquement pure. Il faudrait être d ' une certaine droite , bien à droite et uniquement de celle-là .",0
"« L'heure de vérité, ce sera le budget », prévient Gilles Carrez.« Car l'évaluation est une bonne chose, mais elle se fracasse sur la décision politique », explique l'ancien président de la commission des finances de l'Assemblée.En juin, le grand oral de chaque ministre sur l'exécution du budget 2017, nouveauté de cette législature, laisse une impression mitigée.« Ça a consommé beaucoup d'énergie pour un résultat qui n'est pas celui attendu », concède-t-on de source ministérielle.",1
