text,value
"Finns intresse för invandrings- och islamiseringsbetting? Tänk er en sida där man kan satsa pengar på hur många moskeer vi har 2020, hur stor invandringen blir 2013, eller kanske på huruvida halalslakt utan bedövning kommer tillåtas inom 3 år.. Skulle ni vara intresserade av en sådan sida, använda den om den skapades?. För som jag ser det, har ni bara saker att vinna på det (om ni tror allt går åt helvete):. antingen kommer oddsen var dåliga, och då kan ni använda det som politiskt argument, eller så är oddsen bra och ni får känna lyckan av att skinna naiva multikulturalister. Kanske räcker pengarna tom till att skapa en gated community. Skulle den ha möjlighet att påverka samhällsdebatten? Skulle den tvinga politiker att inse fakta?.",0
"Hållbar invandring? Hur kommer invandringen påverka svenska ekonomin på lång sikt?. Man får idag generellt två olika svar när folk svarar på om invadnringen är lönsamt. De som säger att det måste ses som en investering och att denna i slutändan kommer ge bra avkastning, ""se bara på invandringen på 80 och 90-talet"". Sen finns det dom som säger tvärt om, att kostnaden kommer bli högre än vad invandrarna kommer att bidra till ekonomin. Det som jag funderar över är att 80-90% (????) av invandrarna är män. Män föder inga barn vilket gör att en invandrad person måste återbetala sig under sin egen livstid. Är det inte som att gå och köpa papptalrikar på ICA och sedan hurrande skrika ut hur mycket pengar man kommer spara på dessa?. Jag antar att folk kommer påpeka att kvinnorna kommer efter via anhöriginvandringen, men det innebär att vi skulle behöva räkna med dubbelt så många asylsökande framöver? Klarar vi av hur många som helst? Uppenbarligen inte. Kanske ännu en anledning till att satsa mer på kvotflyktingar och se till att det är en jämn könsfördelning?. Någon som kan förklara hur folk som ändå är ""experter"" inom området tänker som säger att detta är det bästa som hänt svenska ekonomin i modern tid?. (sorry om jag har lagt denna tråden fel forum, men det är framför allt påverkan på macro ekonomin jag vill disskutera).",0
"JUST NU: Antalet asylsökande minskar kraftigt i Sverige!!!  Sant eller sifferlek? Är det sant att antalet flyktingar minskar eller döljs siffrorna bland nya arbetskraftsinvandrare, anhöriga etc?. Är det så lite?-Frankrike med 63 miljoner invånare tar emot dryga 22000 och Sverige med  9 miljoner invånare tar emot dryga 10000. Är artikeln bara PK-medias desperata försök att hjälpa statsmakterna förvandla SDs huvudfråga till en marginalfråga när valet närmar sig?. Tabell över antalet asylsökande.",0
"Bygga ett samhälle med tolerans och integration? Bygga ett samhälle med tolerans och integration?. Kan inte regeringen bygga ett samhälle med olika folkslag och kulturer ,ateister ,judar, muslimer, nudister med mera.?. Ett samhälle ifred och harmoni mångkulturellt där olika religioner samsas i en och samma byggnad eller hjälper varandra. Stadsdirektören får vara statsminister. Bygga upp ett blomstande småföretagsamhet, samt högteknologiskt med olika kulturer som berikar varandra ,funkar i andra länder. Små brott och konflikter löses i stadsdelsförvaltingens folkdomstol. naturen kan få blandas in i form av ängar på taken och mycket odlingslotter. Där folk gifter sig med varandra och där olika internationella bekantskaper stiftas. Skulle det vara möjligt?.",1
"Bara acceptera kvotflyktingar? Ju mer jag lär mig om flyktingströmmarna i världen, flyktingsmugglarna och de som missbrukar asylrätten, desto mer förvånad blir jag över att Sverige inte vägrar ta emot några andra än kvotflyktingarna. Det är, ur alla avseenden bättre. För alla. (En kvotflykting är en som i flyktingläger väljs ut av FN:s flyktingorgan (UNHCR) och som söker asyl på plats. De som blir uttagna får ofta lära sig om Sverige där och när de kommer hit placeras de genast ut i en kommun och kan börja sitt liv). Ur rättvisesynpunkt - hur många flyktingar har råd att betala för resan till Sverige?. De flesta klarar av att ta sig till ett flyktingläger i närheten. Ur rättssynpunkt - hur många klarar av att ta sig till Sverige på laglig väg?. Om inga blev prövade här, skulle alla flyktingsmugglare få byta jobb och en miljonindustri skrotas. Ur genussynpunkt - idag kommer nästan enbart män. De kan sedan hämta hit ""sina"" kvinnor. Ensamstående kvinnor har inte en chans. Ur samhällssynpunkt - få protesterar om människor från flyktingläger kommer hit. De är alldeles uppenbart skyddsbehövande. Idag kommer de som har råd och som har kriminella kontakter - inte de som bäst behöver skydd, vilket gör att invandrarfientligheten sprider sig som en löpeld, liksom folks misstroende för politikerna. Det är ett utmärkt sätt för Sverige att ""rädda ansiktet"" - våra politiker kan fortsätta stoltsera med den svenska invandringspolitiken (trots att den suger och är kass i jämföelse med flera andra EU-länders - inte minst vad gäller sjukvården som är under all kritik). Vi kan hjälpa människor som verkligen behöver hjälp och vi kan dra undan mattan för ligisterna. Varför i hela friden tar inte Sverige emot fler kvotisar och färre som kommer hit?.",1
"Nyanlända som kommer nu hur kommer integrationen gå? Har sett en del asylanter som verkar komma från asylboenden. Jag vet inte vilket land dom kommer ifrån, men små invandrare förmodligen från Afghanistan? Var på biblioteket och då kom några sådana som såg ut att vara i gymnasieåldern dom verkade beskedliga. MEN:. Sen på stan såg jag en stor grupp med 10 personer. Det gick fem personer på ena trottoaren och fem personer på andra sidan vägen på trottoaren. Dom skulle åt samma håll, dom var högljudda och jag undrade om dom skulle riva stan. Alltså, när dessa ska få lägenheter och ska ut i yrkeslivet vad händer då??. Jag misstänker att dom kommer vara den grupp invandrare som kommer kräva mest. Dom verkar anse att Sverige står i skuld till dom? Kan de stämma?. Jag ser redan i dag hur etniska svenskar tröttnar på detta och det blir en stor konflikt. Jag undrar också hur andra invandrare ser på dessa personer?. Blir det inte konflikter mellan invandrargrupper också?.",0
Kan jag bli flykting i mitt eget land? Har en fundering för att kunna leva lika flott som flyktingarna i Sverige utan att behöva arbeta men ändå få bidrag. Om jag åker till ett krigshärjat land tex syrien eller irak bor där ett par år blir medborgare där och säger upp mitt svenska medborgarskap för att sedan komma tillbaka till Sverige men denna gången som flykting från ett krigshärjat land. Kommer jag som alla andra flyktingar om jag får uppehållstillstånd kunna leva på bidrag resten av livet + få gratis boende och leva som en lat fitta resten av livet och parasitera på svenskarnas skattepengar?.,0
"Invandring som kolonisation - en vidgad förklaring till migrationens drivkraft. Tänkte först göra ett inlägg i tråden om Mediakriget om mångkulturen i P&I. Men det jag vill diskutera passar bättre här. Det nya Luciabeslutet är avgörande för den fortsatta diskussionen om mångkulturen. Beslutet är de facto outsagt riktat till invandrarna. De har släktingar, klanmedlemmar, landsmän, familjer med mera som man räknat med ska få komma hit. Nu blir det inte så. Fler beslut lär ju komma. Och det oberoende av vad som diskuteras i media. Ylva Johansson har redan nu sagt att kommunerna ska få mindre bidrag från staten angående ensamkommande. Krav på ålderstester blir konsekvensen som i sin tur gör det svårare att skicka hit så kallade ankarbarn. De allra flesta av dem skulle inte få uppehållstillstånd om de är äldre än 18. Därmed bör diskussionen om mångkultur vidgas till vilka förväntningar invandrarna kan ställa. Ett bra exempel är den syriske mannen i Danmark med tre fruar och 22 barn. Alla fruarna och barnen är ännu inte anlända. Men han har knappast någon utbildning och har inte lärt sig någon danska alls trots att han bott i Danmark i två år. Mannen förväntar sig alltså att danska staten ska försörja hans jättefamilj samtidigt som han är permanent arbetslös och att familjen fortsättningsvis ska leva på ett traditionellt muslimskt vis. Då kan någon invända med att danska staten redan erbjuder detta innan han kom hit. Visst, men mannen hade redan byggt upp ett sätt att försörja sin familj i Syrien. Säkert med hjälp av släkt och vänner som kanske också har flera fruar. Allt detta lämnar han för att leva i ett annat land som ska försörja hans familj. Det är sådan mentalitet man bör diskutera. Vi kan konkretisera det mer. Igår kunde vi i engelsk press läsa om och se på youtube hur hundratals afrikanska män i Calais kastade sten på bilar och stoppade lastbilar eftersom männen inte fick passera och komma in i England. Denna usla attityd och noll respekt skulle självklart inte förändras om de kom till England. Den uppstod inte heller i Calais, utan fanns från början. Nu är ju inte alla asylsökande lika vilda, men samma mentalitet finns där mer eller mindre. Vad exakt är det då för mentalitet? Man kan lika gärna tala om drivkraft. Att söka sig en bättre tillvaro är en sak. Men med i bagaget finns något annat också. Tydligast är det hos tiggarna. Deras närvaro här handlar inte bara om att försörja sig (eller snarare bli försörjda), utan lika mycket om att markera revir. Vi talar således om kolonisation. Det är ingen särskild väl planerad eller organiserad sådan. Inte heller är det på ett illvilligt sätt som om vi talar krig. Däremot finns en stark drivkraft hos såväl asylsökande som de som redan har etablerat sig här att komma hit och att ta hit familjer, släkt, landsmän och klanmedlemmar. Sett ur den här synvinkeln kontra andemeningen med invandring för dem med asylskäl eller har fri rörlighet inom Schengen så bör massinvandringskritiken breddas. Fakta och statistik finns i överflöd om de negativa konsekvenserna för samhället angående antalet invandrare. Det inser de flesta idag och är okontroversiellt att säga öppet. Att de flesta asylsökande dessutom är ekonomiska flyktingar är en infekterad debatt just nu. Det är dock för uppenbart att det i förlängningen kan förnekas. Nästa steg är att erkänna att vi bevittnar en kolonisation av olika folkgrupper i Västeuropa. Hur det syns i statistiken är inte uppenbart. Men om jag säger Södertälje förstår de flesta. Var kurder, irakier, somalier med flera bosätter sig är lätt att granska. Att förstå det här är också att förstå varför så många kommer i så stort antal och varför de är så målmedvetna samt det svåra med integrationen. Tisdagens så kallade Luciabeslut kommer dock att försvåra fortsatt kolonisering. Det jag vill diskutera är då följande:. 	Vilka direkta reaktioner tror ni kommer att märkas när de olika invandrargrupperna inser att deras möjlighet till att bli större försvåras eller rent av omöjliggöras? Särskilt för somalier där de flesta saknar jobb och således inte kan försörja en anhörig. 	Hur kommer folkgrupperna att resonera i media utan att det ska bli för uppenbart att det är kolonisation det handlar om? Syrier och irakier i Södertälje sysslar uppenbarligen med kolonisation. 	Ämnet har ännu inte diskuterats i media, än mindre politiskt. Att många invandrare styrs av klankultur har dock nämnts. Det i sig är en öppning för att det handlar om kolonisation. Kommer SD att ta upp frågan och på så sätt profilera sig än mer i invandringsfrågan?.",0
"Ett nytt invandringskritiskt parti. Hej. Som vi alla vet så har vi idag i stort sett två alternativ när det kommer till invandringspolitik i riksdagen idag. Alla partier förutom sverigedemokraterna utgör med sin överenskommelse om vilken nivå invandringen ska ligga kring det ena alternativet, och SD som förespråkar en nivå runt 10% av den nuvarande är det andra. Min uppfattning är att en stor del av svenskarna idag upplever invandringspolitiken som problematisk och sympatiserar med idéer om begränsad invandring. Samtidigt tycker många att steget till SD av en rad olika anledningar är för stort att ta. Så som det politiska klimatet ser ut så kommer ingen av de etablerade partierna befatta sig med SD och därför kommer en röst på SD, sin påverkan på debatten åsido, vara en bortkastad röst. De etablerade partierna har tävlat i vem som kan ta avstånd från SD mest, och retoriken de använt sinsemellan när de utbytt anklagelser gör det omöjligt för dem att i framtiden inleda samarbete med SD. Främlingsfientlighet och allt som invandringskritik associeras med gjort att de etablerade partierna inte vågar förändra sin politik mot en mer begränsad invandring. Vi som är har en moderat syn på invandringsproblemen har alltså varit fast i ett mellanläge där man får välja mellan att rösta för ingen förändring alls och att kasta bort sin röst. Det är ett demokratiskt problem. SD har trots ett ganska utbrett konsensus kring att invandringen är för hög svårt att locka röster. Det här är min uppfattning om varför det är så. 1. Den absolut största boven är sverigedemokraternas mörka historia, partiet har uppstått från organisationen Bevara Sverige Svenskt vilket var en rasistisk organisation.  Det är ett ovedersägligt faktum som inte går att ignorera. Det är galet att enda alternativet till dagens invandringspolitik är ett parti som uppstått från en sån organisation. Människor har all rätt i världen att ifrågasätta motivationen till att de vill begränsa invandringen. Från och med partiets början har de långsamt sänkt kraven för hur mycket invandringen ska begränsas till att idag vara ett någorlunda vanligt parti. Men många av personerna i SD idag gick med när partiet var extremt, då förstår man att de anklagas för bedriva spel för gallerierna, och egentligen hålla rasistiska värderingar. Som exempel hade de fram till 2004 krav för förbud mot utomeuropeiska adoptioner, det går inte att tolka som att ha annat än rasistiska undertoner, med allt rätt. Med det inte sagt att dagens SD:are är  främlingsfientliga. Men bara det är politiskt bagage som gör att invandringskritik aldrig kommer bli avdramatiserat när SD står bakom den. 2. Sitt motstånd mot Islam. Det här är en komplicerad fråga, och jag vill inte uppfattas som att förringa problemen med vissa tolkningar av islam. Islam kan tveklöst vara en bidragande orsak till varför vissa grupper har svårare att integrera sig i det svenska samhället, men de delar som uppfattas som inkompatibla till det svenska samhället genomgår förändring i takt med att människor lever i Sverige, förutsatt att de inte lever allt för segregerade. Det är sant att många av mest problematiska områdena i Sverige till stor del befolkas av muslimer, men samma problematik finns t.ex i Södertälje där en stor del av invandrarna är kristna. Sverige måste fortsätta vara ett land där det finns religionsfrihet, då kan man som riksdagsparti inte rikta ett motstånd mot en religion vars utövare i de flesta fall lever i bra samspel med samhället. I religionsfrihetens namn kan man då inte bli ett fullt accepterat parti när man vill förbjuda moskéer. 3. Synen på mångkultur och assimilering. Mångkultur är något som har kommit att beskrivas helt olika beroende på vilken politisk åskådning man har. Det är associerat med kulturarv, språk och mat bland de flesta anhängare till de etablerade partierna. Bland sverigedemokrater och många invandringskritiska innebär mångkultur enklaver av segregerade områden där invånarna inte talar svenska och leder under andra sociala koder. Etablissemangets beskrivning är såklart inget hinder för integrering i samhället, det gör inget att alla människor inte firar jul, äter samma mat, eller att man kan både arabiska och svenska. SD:s definition är däremot något som borde undvikas om man inte vill splittra samhället. SD är idealistiska i det här avseendet, som exempel vill de förbjuda undervisning i hemspråk trots att det bevisligen underlättar svenskundervisning att kunna fler språk än ett. Poängen är att med rätt nivå på invandringen och med rätt integrationspolitik behöver inte den ena definitionen av mångkultur leda till den andra. Mångkultur är inte fel per se. 4. Storleken på invandringen. Det är helt klart att att ett begränsande av invandringen med 90% upplevs som allt för extremt för de allra flesta som sympatiserar med grundidén att invandringen är för stor. Det är en god idé att man för pengarna man satsar på att hjälpa få personer till Sverige kan hjälpa betydligt fler genom att hjälpa dem i sina hemländer. Samtidigt får inse begränsningarna med den strategin när det kommer till personer som är utsatta för personlig politisk förföljelse. Jag tror att Sverige behöver ett parti utan rasistiska rötter som tar tag i invandringsproblematiken på ett pragmatiskt och öppet sett och pekar ut orimligheter. Målet är att det till skillnad från nu inte enbart ska tas hänsyn till behovet att invandra till Sverige utan och också till förmågan Sverige har att ta emot och integrera invandrare på ett bra sätt. Jag går inte in specifikt på hur förslagen skulle se ut nu, men för att man ska ha lite lättare att förhålla sig till idéen, säg att en halvering av dagens invandring är målet. Vad tror ni om det här? Hur skulle det gå?.",0
"Invandringen leder inte Sverige upp i samhället? Invandringen tar inte sverige upp i samhället. Vi tar in alldeles för mycket folk från olika delar av världen, alla dessa människor måste få ett arbete och få en bostad. Det tar lång tid att få bostadsrätt och ett arbete. Jag går sista året på gymnasiet nu och när jag kommer ut kommer jag få väldigt svårt att få bostadsrätt eftersom det står flera tusen i kö före mig. Alla säger att ""invandrarna tar våra jobb"", det är väl sant också?. De flesta som kommer hit är lågutbildade och har ingen utbildning och då hoppar de på städarjobb. Jag skulle väldigt gärna vilja ha ett jobb nu sista året vid sidan om studierna men det finns inga jobb. När invandrarna hoppar på de jobben är de kanske 45 år och egentligen för att gynna samhället borde de ha en bra utbildning och gynna sverige. Istället så tar dem dessa första-jobben från oss ungdomar. Vi betalar ut stora summor bidrag varje till invandrare som kommer hit. Istället skulle dessa skattepengar kunna gå till att bygga fler bostäder till unga människor. Tänk om vi kunde sänka alla bidrag med 30-50% så skulle de bli så mycket över till folk som vill vara en del av samhället. Inte nog med de så kommer Socialdemokraterna höja bidragen ännu mer. För att det ska gynna sverige måste ALLA jobba och betala skatt så att samhället hela tiden går frammåt. Hur resonerar ni som säger att invandringen är bra för sverige?.",0
"Auschwitz - Sverige måste lära av polackerna! När man tittar på vilka slutsatser polackerna dragit migrationspolitiskt av Auschwitz, måste man berätta. I Polen sätts asylanter från MENA konsekvent i slutna asylförvar, med ett matanslag på 80 Zloty (180 kr) i månaden. Följden i  Polen blev att man hade 2013 ca 600 asylansökningar från MENA, varav man beviljade 30-40 stycken, och Polen har ca 4 gånger Sveriges befolkning. Detta visar tydligt att Sverige har mycket att lära av Polen och Auschwitz!. Tabeller 3 , 4 , 5.",0
"Invandrarna fick ett ""slott"". Polisen på besök 30 gånger på 2 månader. Invandrarna fick helt gratis det som för många är en dröm. Dom fick ett helt slott att bo på i Gärdshyttan!. Maten serverad, pengar i fickan och personlig personal. Allt betalt av svenska skattebetalare. Allt som förväntades av dom var att dom skulle bete sig som människor. Men trots sådan service så har ingenting fungerat. Redan från första dagen då dörrarna öppnades för invandrarna så har det varit kaos på slottet. Bråk och misshandel sker dagligen på flyktingslottet, vid ett tillfälle var det 30 personer som slogs mot varandra. Ut över det så har det varit hotelser med knivar mot personalen, stölder, anlagda bränder och mycket mera. Det gick så långt att invandrare hällde ut brandfarliga vätskor och tände på överallt inomhus för att bränna ner hela slottet. 4 väktare ska nu patrullerar inomhus på slottet nattetid för att hålla invandrarna under kontroll. Nu till det hemskaste av allt. Enligt politikernas mål och framtids visioner så är det dessa personer som ska ta hand om dig när du blir gammal. Det är dessa personer som ska laga dina tänder och köra dig i taxi. Det är dessa personer som ska bli läkare och jobba på sjukhus. Det är dessa personer som ska ta hand om och uppfostra barn på dagis och i skolan. Vi står nu med facit i hand och ser att det aldrig kommer att bli så. Slottet är ett förträffligt exempel på hur Sverige kommer att se ut om massinvandringen fortsätter. Sverige kommer att bli ett dårhus precis som slottet i Gärdshyttan. Sprid faktan och upplys folket om vad som händer och vilka politiker det är som står för detta. Vi måste stoppa massinvandringen och den antivita rasismen innan hela landet är förstört.",0
"Svenska kvinnor vill bli illa behandlade. Med tanke på deras politiska sympatier så kan man undra om svenska kvinnor egentligen vill bli illa behandlade, förnedrade, tafsade på, våldtagna osv ?. Det är inte direkt någon hemlighet att majoriteten av invandrarna är unga muslimska män med en allt annat än feministisk kvinnosyn. Jag tror att svenska kvinnor egentligen tänder på tanken att bli antastade, gruppvåldtagna av mörka män, och det finns undersökningar som bekräftar kvinnors mörka fantasier. Någon annan förklaring ?.",0
Oroa er inte - Sverige världsbäst på integration! Från att ha varit nästan sämst. Är nu Sverige bäst. Vad har hänt? Vad är det för tragisk person som skriver i ? Tror hen att hen ska lugna oss förbannade svenskar?.,0
"Kostnad per flykting för min kommun. Jag bor i en mindre kommun med c:a 20-25.000. Vi har varit rätt fria från på flyktingar och kommunen sagt nej i flera år. Men tydligen så har vi mer eller mindre blivit tvingade. Har fått ta del av kommunens papper och så här mycket kostar flyktingar i min kommun. c:a 180.000 kr för vuxna 16 till och med 64 år. c:a 110.000 för barn under 16 år. c:a 66.000 kronor för äldre från 65 år. Det är bestämt vi ska ta emot tjugotalet flyktingar 2008 och ytterligare ett tjugotalet flyktingar 2009. Då är det inte så svårt att räkna ut va den summan blir för dessa 2 år. Jag kan ju säga så här.... Summan vi fick från EU, 30 miljoner? Är en skit summa som på sin höjd täcker ett par kommuners kostnader max något år?. De första 2 åren ger migrationsverket bidragen, men sen då? Hur blir det när det är lågkonjuktur? Tänker migrationsverket så långt? Nej?. Har migrationsverket frågat kommunen om vi har plats? Nej? Jag var och kollade igår, tror vi har typ 3 lediga lägenheter. Bryr sig migrationsverket om vad som händer om 2 år? Knappast?. Hur kan denna vansinnespolitik få fortsätta utan debatt? Vad är den dolda agendan??. En flykting kostar alltså mer än vad en förtidspensionär/pensionär får ut mer efter skatt!.",0
"Migrationsminister Heléne Fritzon vägrar möta sin norska kollega - varför? Den norska ministern Sylvie Listhaug som har hand om integrationsfrågorna i Norge, skulle träffa sin svenska motsvarighet Heléne Fritzen. Mötet är nu avlyst. Mycket talar för att det beror på att man mer och mer etablerat termen ""svenska tillstånd"" i Norge, om situationen i Rinkeby och liknande områden. Listhaug er på besøk i Stockholm tirsdag. Her skal hun etter planen blant annet besøke bydelen Rinkeby som er kjent for sin høye innvandrerandel. I en tidigare artikel i Dagbladet uttalar sig Listhaug om detta. Om hon hade blivit intervjuad i svensk press hade det inte varit bra. Att diskutera; varför tror ni den svenska ministern, som jag aldrig har hört talats om, ställer in mötet?.",1
"Hur vet Migrationsverket om flyktingar har flera identiteter ? Har inte läst allt om Akilov, men jag förstår som att han kom först hit som Rahmatjon Kurbonov och sökte asyl. Fick avslag. Försökte igen med namnet. Rachmat Akilov. När man läser olika förhörsprotokoll FUP  etc så refereras till att personen även är känd under namnet Muhamad xxx, och så skrivs det ett snarlikt namn typ Mahamud. Hur kan Migrationsverket ha koll på alla dessa personer ?? Har man flera namn för att få mer bidrag ? Går det ?. Ett problem måste vara att om man kommer från en stam i Afghanistan eller Somalia så måste väl tolken i princip komma från samma stam. Hur vet man sanningshalten ?. Min frågeställning är alltså: Hur vet Migrationsverket vilka som är här och hur identifieras dom vild olika möten ? Fingeravtryck, Irisigenkänning eller vad ??. Antar att denna fråga behandlats otaliga gånger, men vet någon vad man kan läsa om detta ??.",1
"SD vill spara 187,7 miljarder kronor på att kraftigt minska invandringen. SD presenterar idag sin skuggbudget. De vill sapra 187,7 miljarder kr på att minska indandringen. Är detta möjligt?. Eller har Sverige några EU-avtal som hindrar oss från att minska invandringen så drastiskt som SD vill?. fungerande länk infogad i samråd med TS. // mod.",1
"Invandring från öst- och sydöstra Asien. Skulle vara intressant att höra vad ni tycker om invandring från länder som Kina, Japan, Filippinerna, Thailand osv. Speciellt ni som är kritiska mot invandring från Mellanöstern och Afrika. Hur bra tycker ni att östasiater integrerar sig?.",1
"S-debattören skräder inte orden ""De ensamkommande avgör valet redan nu"". Har den S-märkte prognosmakaren rätt i att valrörelsen inte blir spännande eftersom den avgörs nu?.",1
"Hatar ni alla invandrare eller bara probleminvandrare? För 30 år sedan kom min familj till Sverige. Mitt äldsta syskon är civilekonom och egenföretagare och mitt yngsta syskon studerar till läkare. Jag - som till skillnad från mina syskon är född i Sverige - planerar att studera till jurist inom några år. Ingen av oss syskon talar arabiska eftersom våra föräldrar alltid har tyckt att det är viktigt att vi fokuserar på det svenska språket, att vi är uppfostrade med svenska värderingar och att vi anpassar oss till den svenska kulturen. Vår familj är helt enkelt som precis vilken svensk familj som helst. Till och med vänner brukar skämta om att vår familj är definitionen av en riktig Svenssonfamilj. Det enda som skiljer oss från andra svenskar är ju att vi ser utländska ut. Till mina frågor:. Är det sådana här invandrare ni hatar och vill få ut ur Sverige eller är det probleminvandrare som inte anpassar sig till den svenska kulturen? Ser ni sådana här människor som svenskar eller kommer de alltid att vara invandrare i era ögon - oavsett hur mycket de anpassar sig?.",1
"Är invandrare mer värda än uteliggare och pensionärer? Sverige står med öppen famn och välkomnar en herrans massa invandrare - och ger dessa bostad, mat och bidrag. Då frågar jag mig själv... Skulle det inte vara bättre om vi först såg till att alla svenskar som lever utan tak över huvudet skulle få en dräglig tillvaro?  Se till så att vi kan ta hand om oss själva först innan vi föser in mer och mer problem. Svårt psykiskt sjuka människor som irrar omkring på gatorna utan ett hem. Man skulle se till så att de fick en trygg plats på sjukhus och den hjälp som behövs. Sen är det synd om pensionärerna också som har det väldigt tufft i dagens samhälle.",0
"Bevisat-""Sverige behöver en drastisk invandringsökning"" (Folkbladet). Hur ordnar vi detta snabbt och lätt?. Är det bara den svenska befolkningen som ökar eller ökar även den ""svenska"" befolkningen?.",1
"Muslimska invandringens frukter - massarbetslöshet. Nu visar det sig att Alliansen ljugit och att det inte är fler som kommer närmare arbetsmarknaden utan färre. Det rör sig om en växande grupp människor som aldrig kommer att få ett jobb i Sverige. Hur ska Reinfeldt komma ur det är tror ni? Öka invandringen för att vi ska ha råd att betala för alla arbetslösa muslimer från Mellanöstern? Sedan måste vi öka invandringen ytterligare så att vi får råd att bygga fler förläggningar för att kunna härbärgera alla nytillkomna skattebetalare. Sedan ytterligare en grupp som kan finansiera fler poliser och större domstolar. Skämt åsido, kan man få några bra förslag från er som gillar Alliansen och/eller de rödgröna?.",0
"Sossarnas migration/invandring och flykting-politik. Sossarnas migration/invandring och flykting-politik. Jag kan inte säga exakt hur sossarnas skrivna politik under dessa rubriker lytt tidigare men jag reagerade igår när jag läste deras migration/invandring och flykting-politik. Det jag reagerar på och inbillar mej vara nya formuleringar och ny politik finns att läsa i sin helhet i länkarna ovan. Framförallt funderar jag på vad utfallet skulle bli om deras nuvarande politik skulle bli realitet. Därtill har jag funderat lite på vad/hur resultatet av deras politik egentligen skulle skilja sig mot om SD ́s politik skulle bli realitet. Kortfattat uppfattar jag sossarnas politik att man vill minska på arbetskraftsinvandringen och asyl/flykting-mottagandet. Man är dessutom kritisk mot rådande politik. . Är det röstfiske, valfläsk eller börjar Löfvén inse att Sverige inte kan lösa all världens problem?.",0
"120 Dezibel - Europas Döttrar: Europeisk kvinnorrörelse mot massinvandring. Igår la. upp sin första video där de gör en upprop mot massinvandringen och dess konsekvenser. De tar upp grooming gangs i England, terrorattentat i Paris, våldtäkter i Sverige, tafsande  Tyskland och även fjolårets terrorattentat i Stockholm då Ebba Åkerlund nämns bland andra kvinnliga offer till massinvandringen. Daughters of Europe resist. Deras webbsida:. Baserade i Tyskland. De verkar även kritiska till feministers hyckleri i massinvandringsfrågan och vill skapa en bred kvinnorörelse, inte bara i Tyskland men för hela Europa, för kvinnor som är emot massinvandring och dess konsekvenser. Vad tycker ni om initiativet?. Kommer rörelsen att begränsas till tyskspråkiga länder?. Kan de verkligen nå sina ambitioner?.",1
Föra SD-politik utan anklagelser för rasism. Hur kommer det sig att nuvarande regering kan införa restriktioner och prata volymer utan att anklagas för rasism?. Var är upprördheten och rasismanklagelserna mot miljöpartiet?. Varför kan vissa partier förespråka restriktioner men inte andra?. Blir det rasism först när det är SD som förespråkar samma sak?.,0
Asylsökande placeras intill förskola på Ekerö – föräldrar rasar. I arabländerna är pedofili lagligt. Dessa asylsökande araber kan nu fritt välja ett barn eftersom de ligger så nära. Vad tycker ni om detta?. Att araber har detta beteende beror på att de är inavlade som ni kan läsa i denna tråden.,0
"Blir invandrare arga och nedstämda över att läsa/höra att de bl a är en belastning? Folk blir ju även mer medgörliga om man behandlar dem med respekt, så hur reagerar invandrare på den bristande respekt eller fakta (eller vad ni vill kalla ""det"") som de ibland snappar upp direkt (glåpord?) eller indirekt (att läsa på Flashback eller höra vänners oro och tankar om migration/invandring/assimilering i dagens Sverige och/eller världen i stort)?. Vi mår ju alla bäst av vänskap och förståelse och respekt, även fast det är uppenbart nästintill omöjligt i vissa fall/hänseenden.",1
"Hur lång tid kräver integration/assimilering? Någon som sitter på bra information om hur länge det tar för nyanlända invandrare från olika länder att integrera resp. assimilera sig?. Integration = personen talar svenska, har svensk medborgarskap och jobb. Assimilation = personen är kulturellt svensk.",1
"Är vår invandring från utsatta länder samma som att plundra länderna på kompetens? Om det nu är sant att de som kommer hit från länder som är i kris har så hög utbildningsnivå som vissa hävdar så är det en fruktansvärd utarmning av länderna att låta dessa komma och de mindre utbildade bli kvar. Då skulle de länderna flytta ett antal pinnhål ned på utvecklingsstegen och återgå till U-land i bottenskrapet. Vissa hävdar att deras utbildningsnivå är mycket hög och om t.ex. afghaner, syrier, och somalier som kommer hit är eliten i sina länder, hur stor chans är det då att de länderna kan utvecklas på bra sätt?. Är det så är risken är stor att vi permanentar krig och oroligheter med länder med ingen eller mycket liten utbildning hos de som blir kvar?. Jag vill hävda att detta är den största katastrofen, betydligt större än den stora invandring vi nu ser. Oansvarigt att låta sådant ske.",0
Miljöpartiet erkänner kostnaderna och konsekvenserna för flyktingpolitiken! Det här är väl en mindre sensation.  Mats Pertoft (Mp) säger i rapport idag (3/1) att satsningar på bland annat skola och och annan samhällsservice får stå undan på grund av kommunernas kostnader för invandrares försörjningsstöd. Miljöpartiet kräver därför att staten ska ta det fulla ekonomiska ansvaret för nyanlända invandrare/flyktingar. Här erkänner alltså en företrädare för det mest flyktingkramande partiet att kostnaden för invandringspolitiken orsakar neddragningar inom andra sektorer! Hur länge får Mats Pertoft sitta kvar i mp tror ni?. Det skulle väl vara bra om kommuner slipper denna belastning men Mp fattar dock inte att statens pengar är skattebetalarnas pengar och att om då staten får ta det fulla ansvaret så är det något annat som får stryka på foten. Det här är ju ett helt vidöppet mål för Sd.....,0
